sample_id,waste_type,data_source,paper_ref_no,cement_kg_m3,water_cement_ratio,curing_days,rac_%,rcwtb_%,ceramic_%,plastic_%,total_replacement_%,compressive_strength_mpa,flexural_strength_mpa,split_tensile_strength_mpa,chloride_penetration_mm,marine_durability_score,co2_emission_kg_m3,cost_usd_m3
8045,Ceramic,augmented_literature_based,This study (synthetic augmentation),443.4,0.331,7.0,31.9,0.0,16.2,0.0,48.1,56.9,7.03,5.32,11.53,9.0,328.2,65.8
8046,RCWTB,augmented_literature_based,This study (synthetic augmentation),368.8,0.335,28.0,39.9,14.1,0.0,0.0,54.0,63.6,7.46,5.56,11.48,9.5,258.7,58.7
8047,RAC,real,See Table 3 (compiled sources),500.0,0.35,56.0,1.0,0.0,0.0,0.0,1.0,65.8,7.65,5.89,9.81,8.8,412.5,86.2
8048,RAC,real,See Table 3 (compiled sources),450.0,0.43,3.0,2.0,0.0,0.0,0.0,2.0,32.2,3.73,2.71,18.4,6.0,363.8,58.9
8049,RAC,real,See Table 3 (compiled sources),350.0,0.46,28.0,100.0,0.0,0.0,0.0,100.0,66.8,8.12,5.94,21.41,5.2,201.1,40.8
8050,RAC,real,See Table 3 (compiled sources),360.0,0.58,28.0,2.0,0.0,0.0,0.0,2.0,45.4,5.46,4.19,19.71,6.1,292.4,63.0
8051,RAC,real,See Table 3 (compiled sources),280.0,0.52,56.0,0.0,0.0,0.0,0.0,0.0,52.9,6.35,4.79,17.31,6.6,234.7,52.4
8052,RAC,real,See Table 3 (compiled sources),210.0,0.51,3.0,1.0,0.0,0.0,0.0,1.0,12.5,2.0,1.5,22.81,4.9,161.3,33.4
8053,Ceramic,augmented_literature_based,This study (synthetic augmentation),351.0,0.497,56.0,48.1,0.0,18.9,0.0,67.0,53.2,6.69,4.98,17.2,7.8,234.8,41.3
8054,RAC,real,See Table 3 (compiled sources),500.0,0.35,56.0,2.0,0.0,0.0,0.0,2.0,64.1,7.72,5.87,10.33,8.6,405.1,83.1
8055,RAC,real,See Table 3 (compiled sources),210.0,0.53,28.0,2.0,0.0,0.0,0.0,2.0,37.2,4.25,3.4,19.73,5.9,178.6,38.2
8056,RAC,real,See Table 3 (compiled sources),280.0,0.4,56.0,2.0,0.0,0.0,0.0,2.0,62.1,7.53,5.77,11.01,8.9,230.1,58.8
8057,RAC,real,See Table 3 (compiled sources),380.0,0.42,28.0,50.0,0.0,0.0,0.0,50.0,45.4,5.56,4.12,19.33,6.5,259.3,49.1
8058,RCWTB,augmented_literature_based,This study (synthetic augmentation),358.3,0.377,56.0,23.5,7.1,0.0,0.0,30.6,64.5,7.06,5.81,11.72,9.0,264.2,62.1
8059,RAC,real,See Table 3 (compiled sources),537.0,0.41,28.0,15.0,0.0,0.0,0.0,15.0,52.9,6.15,4.86,16.18,7.0,420.0,88.0
8060,RAC,real,See Table 3 (compiled sources),270.0,0.814814815,28.0,73.0,0.0,0.0,0.0,73.0,16.5,2.0,1.5,30.0,2.7,159.4,17.3
8061,RAC,real,See Table 3 (compiled sources),210.0,0.58,56.0,1.0,0.0,0.0,0.0,1.0,40.7,4.58,3.79,19.82,6.2,171.3,35.1
8062,RAC,real,See Table 3 (compiled sources),500.0,0.35,28.0,1.0,0.0,0.0,0.0,1.0,61.0,7.23,5.53,11.47,7.8,407.1,85.5
8063,RAC,real,See Table 3 (compiled sources),398.0,0.49,28.0,50.0,0.0,0.0,0.0,50.0,42.4,5.11,3.651791045,21.49,5.3,283.7,50.6
8064,RAC,real,See Table 3 (compiled sources),280.0,0.4,3.0,1.0,0.0,0.0,0.0,1.0,24.1,2.72,1.96,18.22,6.5,224.8,47.9
8065,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.46,28.0,80.0,0.0,0.0,0.0,80.0,39.2,4.93,3.77,23.04,5.9,243.2,40.9
8066,RAC,real,See Table 3 (compiled sources),380.0,0.61,28.0,40.0,0.0,0.0,0.0,40.0,36.5,4.05,3.47,25.16,4.8,279.8,54.7
8067,RAC,real,See Table 3 (compiled sources),210.0,0.57,28.0,2.0,0.0,0.0,0.0,2.0,33.1,3.65,2.93,21.67,5.0,161.2,38.0
8068,RAC,real,See Table 3 (compiled sources),280.0,0.55,28.0,1.0,0.0,0.0,0.0,1.0,43.8,5.17,3.96,21.36,5.5,231.5,56.8
8069,RAC,real,See Table 3 (compiled sources),210.0,0.6,3.0,1.0,0.0,0.0,0.0,1.0,16.6,2.0,1.75,25.38,4.9,173.5,36.6
8070,RAC,real,See Table 3 (compiled sources),350.0,0.4,56.0,2.0,0.0,0.0,0.0,2.0,66.8,7.64,5.91,10.59,8.2,289.9,70.9
8071,RAC,real,See Table 3 (compiled sources),450.0,0.35,56.0,1.0,0.0,0.0,0.0,1.0,66.8,7.93,5.79,10.09,8.3,366.6,75.4
8072,Combined,augmented_literature_based,This study (synthetic augmentation),336.1,0.403,56.0,31.1,9.7,5.8,4.0,50.6,61.6,7.33,5.78,12.61,8.5,233.6,55.4
8073,RAC,real,See Table 3 (compiled sources),500.0,0.25,28.0,100.0,0.0,0.0,0.0,100.0,50.0,5.86,4.63,17.35,7.9,315.5,165.4
8074,RAC,real,See Table 3 (compiled sources),450.0,0.35,56.0,1.0,0.0,0.0,0.0,1.0,66.8,8.17,5.88,8.48,9.0,362.3,82.3
8075,RAC,real,See Table 3 (compiled sources),350.0,0.33,3.0,1.0,0.0,0.0,0.0,1.0,23.0,2.66,2.25,16.34,7.0,280.9,50.9
8076,RAC,real,See Table 3 (compiled sources),350.0,0.33,28.0,0.0,0.0,0.0,0.0,0.0,52.4,6.27,4.34,11.14,9.0,293.2,57.4
8077,RAC,real,See Table 3 (compiled sources),280.0,0.55,3.0,1.0,0.0,0.0,0.0,1.0,24.5,3.06,2.15,23.89,4.6,231.7,43.4
8078,RAC,real,See Table 3 (compiled sources),300.0,0.58,3.0,1.0,0.0,0.0,0.0,1.0,25.0,2.6,2.13,24.52,3.9,245.8,47.8
8079,RAC,real,See Table 3 (compiled sources),418.0,0.55,28.0,0.0,0.0,0.0,0.0,0.0,34.0,4.17,3.17,22.38,5.4,342.1,61.9
8080,RAC,real,See Table 3 (compiled sources),340.0,0.57,3.0,1.0,0.0,0.0,0.0,1.0,21.0,2.26,2.11,24.91,4.7,275.6,52.9
8081,Plastic,augmented_literature_based,This study (synthetic augmentation),424.7,0.537,56.0,44.6,0.0,0.0,11.2,55.8,45.6,4.94,4.09,23.51,5.2,291.2,58.6
8082,RAC,real,See Table 3 (compiled sources),280.0,0.45,3.0,1.0,0.0,0.0,0.0,1.0,23.9,2.74,2.23,19.08,5.8,232.1,48.0
8083,RAC,real,See Table 3 (compiled sources),380.0,0.4,28.0,100.0,0.0,0.0,0.0,100.0,38.7,4.68,3.3,23.64,6.0,218.7,36.1
8084,RAC,real,See Table 3 (compiled sources),400.0,0.44,3.0,2.0,0.0,0.0,0.0,2.0,37.6,4.47,2.91,20.64,5.9,321.9,71.0
8085,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.36,28.0,100.0,0.0,0.0,0.0,100.0,42.4,5.13,4.01,22.44,5.9,214.3,30.5
8086,RAC,real,See Table 3 (compiled sources),280.0,0.44,56.0,2.0,0.0,0.0,0.0,2.0,51.9,6.5,4.89,14.16,7.3,227.0,54.4
8087,Combined,augmented_literature_based,This study (synthetic augmentation),459.7,0.473,90.0,37.5,13.5,8.1,5.3,64.4,60.6,7.29,5.6,13.33,9.0,329.6,66.1
8088,RAC,real,See Table 3 (compiled sources),280.0,0.41,3.0,2.0,0.0,0.0,0.0,2.0,23.6,3.23,1.92,18.53,6.6,231.2,45.3
8089,Combined,augmented_literature_based,This study (synthetic augmentation),332.6,0.349,28.0,30.7,7.0,11.6,6.3,55.6,57.0,7.21,5.24,12.3,8.6,236.6,53.8
8090,Plastic,augmented_literature_based,This study (synthetic augmentation),321.6,0.429,7.0,43.5,0.0,0.0,14.1,57.6,41.9,5.63,3.7,22.88,5.7,216.8,46.8
8091,Ceramic,real,See Table 3 (compiled sources),550.0,0.35,28.0,0.0,0.0,30.0,0.0,30.0,38.8,4.41,3.6,11.76,9.9,420.0,74.2
8092,RAC,real,See Table 3 (compiled sources),280.0,0.38,56.0,0.0,0.0,0.0,0.0,0.0,57.1,6.49,5.02,10.76,8.4,226.1,60.5
8093,RAC,real,See Table 3 (compiled sources),500.0,0.34,56.0,1.0,0.0,0.0,0.0,1.0,70.5,8.3,6.0,8.91,8.7,410.7,89.5
8094,RAC,real,See Table 3 (compiled sources),450.0,0.33,3.0,2.0,0.0,0.0,0.0,2.0,44.5,4.78,3.71,12.73,7.4,373.9,70.3
8095,RAC,real,See Table 3 (compiled sources),210.0,0.58,56.0,2.0,0.0,0.0,0.0,2.0,41.9,5.39,3.62,21.81,5.9,170.1,38.6
8096,RAC,real,See Table 3 (compiled sources),400.0,0.46,28.0,1.0,0.0,0.0,0.0,1.0,51.4,5.96,4.71,15.17,7.2,325.4,64.6
8097,RAC,real,See Table 3 (compiled sources),350.0,0.33,3.0,2.0,0.0,0.0,0.0,2.0,29.4,3.71,2.67,16.11,7.5,286.8,55.2
8098,RCWTB,augmented_literature_based,This study (synthetic augmentation),438.8,0.36,56.0,40.0,17.3,0.0,0.0,57.3,70.3,8.07,6.0,10.77,9.5,314.8,60.0
8099,RAC,real,See Table 3 (compiled sources),350.0,0.37,3.0,1.0,0.0,0.0,0.0,1.0,30.7,4.2,2.58,16.9,6.7,288.2,58.3
8100,RCWTB_FreezeThaw,augmented_literature_based,This study (synthetic augmentation),487.1,0.447,90.0,43.9,15.6,0.0,0.0,59.5,61.9,7.87,5.75,11.91,9.5,355.4,64.6
8101,RAC,real,See Table 3 (compiled sources),400.0,0.44,56.0,2.0,0.0,0.0,0.0,2.0,61.8,7.43,5.94,13.83,7.7,326.9,73.2
8102,Combined,augmented_literature_based,This study (synthetic augmentation),365.8,0.357,56.0,17.8,6.0,11.1,3.8,38.7,67.5,8.21,6.0,8.6,10.0,266.9,62.0
8103,RAC,real,See Table 3 (compiled sources),537.0,0.41,3.0,30.0,0.0,0.0,0.0,30.0,27.4,2.81,2.85,20.78,6.0,414.7,69.1
8104,RCWTB_FreezeThaw,augmented_literature_based,This study (synthetic augmentation),376.7,0.443,90.0,34.9,14.6,0.0,0.0,49.5,60.6,7.13,5.63,12.18,9.9,263.0,54.6
8105,RAC,real,See Table 3 (compiled sources),300.0,0.65,7.0,100.0,0.0,0.0,0.0,100.0,40.6,5.04,3.45,30.0,3.3,159.8,27.0
8106,RAC,real,See Table 3 (compiled sources),350.0,0.42,3.0,2.0,0.0,0.0,0.0,2.0,35.6,4.55,2.66,17.23,6.5,282.4,56.1
8107,Ceramic,augmented_literature_based,This study (synthetic augmentation),494.2,0.557,7.0,21.7,0.0,10.0,0.0,31.7,44.4,5.02,3.85,22.1,6.1,380.7,67.3
8108,RAC,real,See Table 3 (compiled sources),350.0,0.37,56.0,1.0,0.0,0.0,0.0,1.0,55.4,6.83,5.09,11.48,9.0,283.3,66.1
8109,Plastic,augmented_literature_based,This study (synthetic augmentation),349.4,0.51,56.0,25.9,0.0,0.0,10.6,36.5,49.5,5.99,4.2,19.38,6.2,267.8,54.1
8110,RAC,real,See Table 3 (compiled sources),227.0,0.749,3.0,100.0,0.0,0.0,0.0,100.0,9.8,2.0,1.5,30.0,2.0,97.9,15.0
8111,RAC,real,See Table 3 (compiled sources),350.0,0.37,3.0,1.0,0.0,0.0,0.0,1.0,30.7,3.45,2.54,15.9,6.8,287.1,55.2
8112,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.41,28.0,30.0,0.0,0.0,0.0,30.0,48.9,6.02,4.35,18.07,6.5,286.1,63.0
8113,RAC,real,"Hoang 2024, Mathematics (Ref 9)",143.0,0.472,180.0,75.0,0.0,0.0,0.0,75.0,25.0,2.35,2.1,18.93,7.4,80.0,15.0
8114,RCWTB_FreezeThaw,augmented_literature_based,This study (synthetic augmentation),373.1,0.309,28.0,43.0,7.0,0.0,0.0,50.0,55.9,6.5,5.12,12.07,8.5,260.4,58.4
8115,RAC,real,See Table 3 (compiled sources),275.0,0.75,28.0,11.3,0.0,0.0,0.0,11.3,28.5,3.56,2.32,30.0,3.0,215.7,43.8
8116,RCWTB,augmented_literature_based,This study (synthetic augmentation),460.7,0.4,90.0,29.1,14.3,0.0,0.0,43.4,72.9,9.0,6.0,11.15,9.8,340.2,78.1
8117,RAC,real,See Table 3 (compiled sources),210.0,0.58,3.0,2.0,0.0,0.0,0.0,2.0,16.3,2.41,1.5,26.0,4.4,166.3,28.8
8118,RAC_FreezeThaw,real,See Table 3 (compiled sources),459.0,0.322,28.0,75.0,0.0,0.0,0.0,75.0,59.8,7.15,4.08,16.27,7.5,308.2,66.4
8119,RAC,real,See Table 3 (compiled sources),280.0,0.41,56.0,2.0,0.0,0.0,0.0,2.0,58.2,7.08,5.52,13.82,8.0,236.4,53.9
8120,RAC,real,See Table 3 (compiled sources),380.0,0.45,28.0,50.0,0.0,0.0,0.0,50.0,44.3,5.16,4.13,19.04,6.5,267.6,61.1
8121,RAC,real,See Table 3 (compiled sources),210.0,0.57,28.0,2.0,0.0,0.0,0.0,2.0,38.2,4.56,3.82,22.55,4.8,168.9,33.1
8122,RAC,real,See Table 3 (compiled sources),350.0,0.35,3.0,1.0,0.0,0.0,0.0,1.0,27.7,3.15,2.53,14.19,7.3,287.4,47.8
8123,RAC,real,See Table 3 (compiled sources),500.0,0.35,56.0,1.0,0.0,0.0,0.0,1.0,65.8,7.28,5.89,8.64,9.2,405.3,86.9
8124,RAC,real,"Hoang 2024, Mathematics (Ref 9)",350.0,0.371,91.0,0.0,0.0,0.0,0.0,0.0,47.1,5.76,3.92,10.03,9.2,293.0,59.9
8125,Plastic,real,See Table 3 (compiled sources),430.0,0.442,28.0,9.9,0.0,0.0,0.0,9.9,31.7,3.95,3.21,19.76,6.3,347.2,62.8
8126,RAC,real,See Table 3 (compiled sources),400.0,0.41,28.0,2.0,0.0,0.0,0.0,2.0,60.9,7.36,5.03,13.1,7.5,328.3,69.9
8127,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.45,28.0,100.0,0.0,0.0,0.0,100.0,45.9,5.26,4.31,24.26,5.6,223.4,38.2
8128,RAC,real,See Table 3 (compiled sources),280.0,0.43,3.0,1.0,0.0,0.0,0.0,1.0,23.9,2.46,1.7,19.56,6.0,230.9,42.4
8129,RAC,real,See Table 3 (compiled sources),450.0,0.35,56.0,1.0,0.0,0.0,0.0,1.0,69.1,7.94,5.82,9.31,8.6,370.3,76.4
8130,RAC,real,See Table 3 (compiled sources),191.8,1.0,28.0,100.0,0.0,0.0,0.0,100.0,21.6,2.08,1.72,30.0,2.1,80.0,15.0
8131,Plastic,augmented_literature_based,This study (synthetic augmentation),478.4,0.572,90.0,42.1,0.0,0.0,6.3,48.4,46.6,6.14,4.52,19.97,5.8,361.1,63.8
8132,RAC,real,See Table 3 (compiled sources),500.0,0.36,3.0,1.0,0.0,0.0,0.0,1.0,43.2,5.42,3.5,14.26,7.4,416.2,75.5
8133,Combined,augmented_literature_based,This study (synthetic augmentation),305.1,0.508,14.0,22.4,9.3,9.1,7.5,48.3,43.6,4.82,4.04,20.44,7.1,214.0,42.9
8134,RAC,real,See Table 3 (compiled sources),350.0,0.37,56.0,1.0,0.0,0.0,0.0,1.0,55.4,6.34,4.8,11.92,8.0,286.5,68.4
8135,Combined,augmented_literature_based,This study (synthetic augmentation),382.1,0.325,56.0,38.8,12.9,9.2,7.3,68.2,61.1,7.63,5.44,11.35,10.0,252.1,59.5
8136,RAC,real,See Table 3 (compiled sources),413.0,0.513,28.0,47.9,0.0,0.0,0.0,47.9,51.0,5.69,4.6,20.86,5.7,284.0,59.6
8137,RAC,real,See Table 3 (compiled sources),400.0,0.45,7.0,49.3,0.0,0.0,0.0,49.3,49.8,6.02,4.29,21.76,5.5,283.0,56.3
8138,RAC,real,See Table 3 (compiled sources),420.0,0.47,3.0,1.0,0.0,0.0,0.0,1.0,32.5,4.11,3.34,22.39,5.6,339.5,64.6
8139,RAC,real,See Table 3 (compiled sources),500.0,0.4134,3.0,8.2,0.0,0.0,0.0,8.2,32.1,4.16,2.64,18.26,6.5,401.6,68.3
8140,RAC,real,See Table 3 (compiled sources),389.56,0.47,28.0,55.4,0.0,0.0,0.0,55.4,43.3,4.938870968,3.651791045,22.54,5.4,274.5,46.0
8141,Plastic,augmented_literature_based,This study (synthetic augmentation),385.4,0.376,14.0,35.7,0.0,0.0,5.3,41.0,52.1,6.27,4.91,16.04,7.0,284.1,53.5
8142,RAC,real,See Table 3 (compiled sources),500.0,0.36,28.0,1.0,0.0,0.0,0.0,1.0,61.0,7.31,5.22,11.31,8.1,411.3,85.9
8143,RAC,real,See Table 3 (compiled sources),380.0,0.5,28.0,100.0,0.0,0.0,0.0,100.0,41.5,5.19,3.61,26.26,4.4,225.3,37.3
8144,RAC,real,See Table 3 (compiled sources),428.89,0.561962275,28.0,10.7,0.0,0.0,0.0,10.7,49.0,6.75,4.53,21.2,5.1,350.1,63.8
8145,RAC,real,See Table 3 (compiled sources),280.0,0.42,28.0,1.0,0.0,0.0,0.0,1.0,48.8,5.09,4.55,15.4,7.1,233.6,56.1
8146,RAC,real,See Table 3 (compiled sources),400.0,0.45,4.0,100.0,0.0,0.0,0.0,100.0,26.8,3.28,2.39,28.04,4.6,233.6,35.7
8147,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.55,28.0,0.0,0.0,0.0,0.0,0.0,21.0,2.55,1.5,22.53,5.2,310.0,48.8
8148,RAC,real,See Table 3 (compiled sources),380.0,0.35,28.0,100.0,0.0,0.0,0.0,100.0,59.4,7.56,5.07,17.88,6.6,224.8,46.4
8149,RAC,real,See Table 3 (compiled sources),340.0,0.54,3.0,2.0,0.0,0.0,0.0,2.0,26.1,3.64,1.94,23.09,4.6,284.8,46.5
8150,RAC,real,See Table 3 (compiled sources),275.0,0.650909091,28.0,20.0,0.0,0.0,0.0,20.0,49.3,6.23,4.4,25.72,4.7,203.6,54.3
8151,RAC,real,See Table 3 (compiled sources),380.0,0.84,28.0,100.0,0.0,0.0,0.0,100.0,14.5,2.0,1.5,30.0,3.0,223.8,22.4
8152,RAC,real,See Table 3 (compiled sources),500.0,0.34,3.0,1.0,0.0,0.0,0.0,1.0,41.4,5.15,3.61,13.86,7.2,420.0,77.3
8153,RAC,real,See Table 3 (compiled sources),560.0,0.29,28.0,100.0,0.0,0.0,0.0,100.0,70.0,8.44,6.0,14.88,8.4,368.4,71.6
8154,RAC,real,See Table 3 (compiled sources),500.0,0.35,56.0,1.0,0.0,0.0,0.0,1.0,62.5,7.06,5.68,9.84,8.4,411.9,84.7
8155,RAC,real,See Table 3 (compiled sources),210.0,0.56,56.0,2.0,0.0,0.0,0.0,2.0,41.3,4.72,3.76,19.81,6.0,163.6,39.5
8156,RAC,real,See Table 3 (compiled sources),210.0,0.58,56.0,2.0,0.0,0.0,0.0,2.0,41.9,5.55,3.65,19.85,6.2,170.7,37.1
8157,RAC,real,See Table 3 (compiled sources),400.0,0.48,14.0,100.0,0.0,0.0,0.0,100.0,27.2,2.96,2.43,28.57,4.1,233.3,40.2
8158,RAC,real,See Table 3 (compiled sources),350.0,0.5,28.0,2.1,0.0,0.0,0.0,2.1,37.7,4.28,3.76,17.97,6.3,283.5,54.5
8159,RAC,real,See Table 3 (compiled sources),380.0,0.6,28.0,100.0,0.0,0.0,0.0,100.0,24.9,2.33,2.43,30.0,3.6,225.2,34.4
8160,RAC,real,See Table 3 (compiled sources),450.0,0.34,56.0,2.0,0.0,0.0,0.0,2.0,74.8,8.75,6.0,8.0,9.3,364.6,80.1
8161,RAC,real,See Table 3 (compiled sources),380.0,0.45,28.0,0.0,0.0,0.0,0.0,0.0,66.8,8.01,5.97,15.02,7.1,311.2,74.1
8162,RAC,real,See Table 3 (compiled sources),350.0,0.34,28.0,1.0,0.0,0.0,0.0,1.0,56.2,6.41,5.02,11.84,8.2,288.0,62.7
8163,RAC,real,See Table 3 (compiled sources),280.0,0.44,3.0,2.0,0.0,0.0,0.0,2.0,23.1,2.74,2.1,19.99,5.8,230.5,44.3
8164,Combined,augmented_literature_based,This study (synthetic augmentation),453.8,0.566,28.0,23.4,11.3,11.3,4.9,50.9,45.2,5.47,4.12,20.1,6.6,335.9,64.1
8165,RAC,real,See Table 3 (compiled sources),450.0,0.33,56.0,0.0,0.0,0.0,0.0,0.0,68.7,8.19,6.0,8.37,8.8,361.1,88.6
8166,RAC,real,See Table 3 (compiled sources),280.0,0.4,56.0,1.0,0.0,0.0,0.0,1.0,58.6,6.84,5.56,11.79,7.9,223.4,51.9
8167,RCWTB,augmented_literature_based,This study (synthetic augmentation),427.5,0.302,14.0,28.6,10.8,0.0,0.0,39.4,63.6,7.27,5.63,10.54,8.9,320.0,65.9
8168,RAC,real,See Table 3 (compiled sources),280.0,0.42,3.0,2.0,0.0,0.0,0.0,2.0,26.9,2.93,2.51,17.5,6.3,230.8,42.6
8169,RAC,real,See Table 3 (compiled sources),537.0,0.409683426,28.0,15.0,0.0,0.0,0.0,15.0,50.5,5.84,4.31,15.2,6.8,420.0,75.4
8170,RAC,real,See Table 3 (compiled sources),528.0,0.35,28.0,0.0,0.0,0.0,0.0,0.0,50.8,6.54,4.42,13.0,8.3,420.0,81.0
8171,RAC,real,See Table 3 (compiled sources),280.0,0.4,28.0,1.0,0.0,0.0,0.0,1.0,47.9,5.58,4.44,16.35,7.0,227.5,51.0
8172,RAC,real,See Table 3 (compiled sources),385.0,0.384,56.0,100.0,0.0,0.0,0.0,100.0,50.6,5.72,4.44,20.41,6.9,220.3,43.2
8173,Plastic,augmented_literature_based,This study (synthetic augmentation),304.7,0.409,28.0,42.6,0.0,0.0,9.3,51.9,48.2,5.86,4.5,19.51,6.4,199.3,42.6
8174,RAC,real,See Table 3 (compiled sources),280.0,0.57,28.0,1.0,0.0,0.0,0.0,1.0,42.5,5.3,3.51,20.79,5.6,239.7,52.6
8175,RAC,real,See Table 3 (compiled sources),537.0,0.41,7.0,30.0,0.0,0.0,0.0,30.0,33.0,4.35,3.14,20.88,5.8,413.6,69.4
8176,RAC,real,See Table 3 (compiled sources),537.0,0.41,28.0,45.0,0.0,0.0,0.0,45.0,53.7,6.69,4.68,18.58,6.5,404.9,75.3
8177,RAC,real,See Table 3 (compiled sources),385.0,0.449350649,28.0,20.0,0.0,0.0,0.0,20.0,53.5,6.49,4.56,16.79,6.8,295.2,63.9
8178,RAC,real,See Table 3 (compiled sources),500.0,0.34,28.0,2.0,0.0,0.0,0.0,2.0,61.8,7.05,5.69,10.69,8.1,410.7,86.2
8179,RAC,real,See Table 3 (compiled sources),210.0,0.58,56.0,2.0,0.0,0.0,0.0,2.0,41.9,5.3,3.72,20.51,6.0,168.9,47.9
8180,Plastic,real,See Table 3 (compiled sources),317.0,0.55,28.0,0.0,0.0,0.0,0.4,0.4,22.3,2.68,2.18,22.7,5.9,254.5,47.1
8181,RAC,real,"Mahmoudian, Bypour & Kontoni 2024, Asian J. Civil Eng. (Ref 45)",437.5,0.4,28.0,100.0,0.0,0.0,0.0,100.0,30.1,3.9,2.78,24.46,5.2,262.9,41.8
8182,RAC,real,See Table 3 (compiled sources),400.0,0.45,28.0,19.5,0.0,0.0,0.0,19.5,62.4,7.28,5.47,15.83,6.7,301.3,73.8
8183,RAC,real,See Table 3 (compiled sources),330.0,0.6,3.0,2.0,0.0,0.0,0.0,2.0,22.5,2.69,2.09,25.17,4.6,269.1,51.9
8184,RAC,real,See Table 3 (compiled sources),210.0,0.59,28.0,1.0,0.0,0.0,0.0,1.0,30.1,3.37,2.5,21.97,5.1,165.7,36.8
8185,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.52,28.0,100.0,0.0,0.0,0.0,100.0,41.1,5.22,3.62,27.53,4.9,214.4,43.6
8186,RAC,real,See Table 3 (compiled sources),350.0,0.37,28.0,1.0,0.0,0.0,0.0,1.0,49.1,6.29,4.33,12.29,8.0,286.5,63.3
8187,RAC,real,See Table 3 (compiled sources),300.0,0.53,56.0,1.0,0.0,0.0,0.0,1.0,50.4,6.19,4.68,18.8,6.3,239.7,57.1
8188,RCWTB,augmented_literature_based,This study (synthetic augmentation),494.7,0.327,28.0,37.3,5.6,0.0,0.0,42.9,63.8,7.85,5.82,12.04,8.3,372.4,73.1
8189,RAC,real,See Table 3 (compiled sources),400.0,0.41,28.0,2.0,0.0,0.0,0.0,2.0,60.9,7.66,5.34,12.82,7.6,324.3,71.5
8190,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.5,28.0,0.0,0.0,0.0,0.0,0.0,50.2,5.1,4.95,18.31,6.0,308.6,62.8
8191,RAC,real,See Table 3 (compiled sources),394.0,0.4,28.0,100.0,0.0,0.0,0.0,100.0,39.3,4.41,3.43,23.5,5.5,231.9,34.1
8192,RAC,real,See Table 3 (compiled sources),454.5,0.277227723,7.0,0.0,0.0,0.0,0.0,0.0,72.8,8.98,6.0,7.15,9.1,373.4,82.2
8193,RAC,real,See Table 3 (compiled sources),350.0,0.36,56.0,1.0,0.0,0.0,0.0,1.0,59.7,7.26,5.31,10.73,9.0,283.3,63.6
8194,RAC,real,See Table 3 (compiled sources),401.0,0.43,90.0,0.0,0.0,0.0,0.0,0.0,54.5,6.52,4.65,12.47,7.6,333.1,71.5
8195,RAC,real,See Table 3 (compiled sources),450.0,0.45,28.0,45.7,0.0,0.0,0.0,45.7,44.0,4.7,4.7,20.85,5.6,321.9,61.2
8196,RAC,real,See Table 3 (compiled sources),210.0,0.56,28.0,1.0,0.0,0.0,0.0,1.0,37.2,4.36,3.11,21.56,5.0,174.7,37.1
8197,Combined,augmented_literature_based,This study (synthetic augmentation),463.1,0.555,56.0,35.3,13.0,8.4,7.3,64.0,50.7,6.12,4.55,19.73,7.8,328.4,64.7
8198,RAC,real,See Table 3 (compiled sources),340.0,0.54,3.0,2.0,0.0,0.0,0.0,2.0,26.1,3.16,2.27,23.85,4.8,272.0,43.8
8199,RAC,real,See Table 3 (compiled sources),210.0,0.99,28.0,100.0,0.0,0.0,0.0,100.0,21.0,2.47,2.24,30.0,2.2,81.0,15.0
8200,RAC,real,See Table 3 (compiled sources),385.0,0.403,28.0,100.0,0.0,0.0,0.0,100.0,61.1,7.3,5.51,20.91,5.8,236.1,46.4
8201,RAC,real,"Hoang 2024, Mathematics (Ref 9)",284.0,0.38,7.0,0.0,0.0,0.0,0.0,0.0,16.6,2.13,1.56,18.61,5.7,233.8,40.4
8202,Plastic,augmented_literature_based,This study (synthetic augmentation),401.7,0.574,56.0,32.0,0.0,0.0,11.6,43.6,44.4,5.33,3.76,23.26,5.0,292.8,57.5
8203,Plastic,augmented_literature_based,This study (synthetic augmentation),419.0,0.599,90.0,30.9,0.0,0.0,11.9,42.8,49.8,5.86,4.12,23.13,5.6,315.4,55.6
8204,RAC,real,See Table 3 (compiled sources),450.0,0.42,28.0,1.0,0.0,0.0,0.0,1.0,55.6,6.11,5.36,14.72,7.2,367.8,81.0
8205,RAC,real,See Table 3 (compiled sources),413.0,0.499,28.0,23.3,0.0,0.0,0.0,23.3,52.0,6.36,4.36,20.35,6.1,315.0,71.5
8206,RAC,real,See Table 3 (compiled sources),350.0,0.35,28.0,2.0,0.0,0.0,0.0,2.0,58.0,7.07,4.88,11.17,7.9,281.8,70.4
